worker_id,date,daily_earnings,tier,day_of_week,zone_demand_factor,seasonal_multiplier,avg_weekly_earnings_4w
W0157,2025-02-13,595.14,0,3,1.19,0.91,693.64
W0157,2025-02-14,554.79,0,4,0.95,1.05,686.07
W0157,2025-02-15,1025.77,0,5,1.24,1.16,676.69
W0157,2025-02-16,878.68,0,6,1.26,1.04,699.96
W0157,2025-02-17,540.95,0,0,0.9,1.13,711.13
W0157,2025-02-18,579.54,0,1,1.2,0.83,701.12
W0157,2025-02-19,552.89,0,2,0.98,0.96,694.37
W0157,2025-02-20,550.22,0,3,0.85,1.13,686.92
W0157,2025-02-21,472.68,0,4,0.9,0.89,680.09
W0157,2025-02-22,639.35,0,5,0.91,0.97,670.21
W0157,2025-02-23,662.4,0,6,1.28,0.84,668.81
W0157,2025-02-24,481.97,0,0,0.81,1.05,668.53
W0157,2025-02-25,664.67,0,1,1.28,0.86,660.75
W0157,2025-02-26,506.05,0,2,0.94,1.11,660.91
W0157,2025-02-27,534.48,0,3,0.84,1.11,654.95
W0157,2025-02-28,743.7,0,4,1.06,1.2,650.49
W0158,2025-02-01,1569.72,2,5,1.15,1.01,1491.23
W0158,2025-02-02,1267.18,2,6,1.18,0.8,1569.72
W0158,2025-02-03,1035.27,2,0,0.92,1.01,1418.45
W0158,2025-02-04,1361.68,2,1,1.0,1.16,1290.72
W0158,2025-02-05,1628.32,2,2,1.27,1.02,1308.46
W0158,2025-02-06,1385.16,2,3,1.01,1.18,1372.43
W0158,2025-02-07,1448.04,2,4,1.23,1.03,1374.56
W0158,2025-02-08,1432.86,2,5,1.07,0.91,1385.05
W0158,2025-02-09,1435.63,2,6,0.87,1.08,1391.03
W0158,2025-02-10,1173.23,2,0,0.94,1.05,1395.98
W0158,2025-02-11,1296.1,2,1,1.17,0.97,1373.71
W0158,2025-02-12,1703.76,2,2,1.19,1.14,1366.65
W0158,2025-02-13,1104.81,2,3,0.94,1.0,1394.75
W0158,2025-02-14,921.57,2,4,0.86,0.83,1372.44
W0158,2025-02-15,1893.64,2,5,1.15,1.19,1340.24
W0158,2025-02-16,987.8,2,6,0.82,0.86,1377.13
W0158,2025-02-17,1398.35,2,0,1.12,1.03,1352.8
W0158,2025-02-18,1156.8,2,1,0.92,1.06,1355.48
W0158,2025-02-19,1775.58,2,2,1.21,1.2,1344.44
W0158,2025-02-20,1043.28,2,3,0.96,0.88,1367.13
W0158,2025-02-21,1070.31,2,4,0.96,0.99,1350.94
W0158,2025-02-22,1563.51,2,5,1.01,1.1,1337.58
W0158,2025-02-23,1174.61,2,6,0.94,0.91,1347.85
W0158,2025-02-24,1418.79,2,0,1.11,1.09,1340.31
W0158,2025-02-25,1199.37,2,1,0.87,1.19,1343.58
W0158,2025-02-26,1296.62,2,2,1.01,1.16,1337.81
W0158,2025-02-27,1542.84,2,3,1.19,1.09,1336.23
W0158,2025-02-28,1243.19,2,4,1.17,0.85,1343.88
W0159,2025-02-01,986.22,0,5,1.22,1.19,936.91
W0159,2025-02-02,652.49,0,6,1.27,0.83,986.22
W0159,2025-02-03,727.13,0,0,1.21,1.08,819.36
W0159,2025-02-04,518.59,0,1,0.87,1.13,788.61
W0159,2025-02-05,543.97,0,2,0.86,1.04,721.11
W0159,2025-02-06,591.32,0,3,1.11,1.05,685.68
W0159,2025-02-07,547.69,0,4,0.83,1.1,669.95
W0159,2025-02-08,604.48,0,5,1.01,1.0,652.49
W0159,2025-02-09,664.27,0,6,1.08,0.94,646.49
W0159,2025-02-10,626.19,0,0,1.15,1.07,648.46
W0159,2025-02-11,393.01,0,1,0.89,0.87,646.24
W0159,2025-02-12,653.86,0,2,0.93,1.19,623.21
W0159,2025-02-13,559.62,0,3,1.08,0.91,625.77
W0159,2025-02-14,507.42,0,4,1.09,0.81,620.68
W0159,2025-02-15,528.7,0,5,0.87,0.84,612.59
W0159,2025-02-16,604.46,0,6,0.99,1.06,607.0
W0159,2025-02-17,437.48,0,0,0.85,0.82,606.84
W0159,2025-02-18,687.89,0,1,1.28,1.06,596.88
W0159,2025-02-19,491.49,0,2,0.89,0.98,601.93
W0159,2025-02-20,620.61,0,3,1.16,0.89,596.12
W0159,2025-02-21,649.07,0,4,1.08,1.03,597.34
W0159,2025-02-22,537.4,0,5,0.81,0.87,599.81
W0159,2025-02-23,921.23,0,6,1.28,1.16,596.97
W0159,2025-02-24,469.58,0,0,0.85,0.97,611.07
W0159,2025-02-25,639.74,0,1,0.96,1.14,605.17
W0159,2025-02-26,530.22,0,2,1.08,0.86,606.56
W0159,2025-02-27,554.86,0,3,1.25,0.93,603.62
W0159,2025-02-28,843.6,0,4,1.19,1.14,601.81
W0160,2025-02-01,1430.26,2,5,1.07,0.93,1358.75
W0160,2025-02-02,1665.3,2,6,1.16,0.99,1430.26
W0160,2025-02-03,1054.11,2,0,1.05,0.86,1547.78
W0160,2025-02-04,927.41,2,1,0.81,0.93,1383.22
W0160,2025-02-05,1576.46,2,2,1.23,1.03,1269.27
W0160,2025-02-06,1166.14,2,3,1.16,0.85,1330.71
W0160,2025-02-07,1598.14,2,4,1.25,1.04,1303.28
W0160,2025-02-08,1102.95,2,5,0.8,1.03,1345.4
W0160,2025-02-09,1089.28,2,6,0.88,0.93,1315.1
W0160,2025-02-10,1600.22,2,0,1.26,1.09,1290.01
W0160,2025-02-11,1190.59,2,1,0.91,1.08,1321.03
W0160,2025-02-12,1787.62,2,2,1.28,1.18,1309.17
W0160,2025-02-13,1155.02,2,3,1.06,0.85,1349.04
W0160,2025-02-14,1328.96,2,4,1.29,0.85,1334.12
W0160,2025-02-15,1555.84,2,5,0.98,1.09,1333.75
W0160,2025-02-16,971.0,2,6,0.82,0.82,1348.55
W0160,2025-02-17,1375.86,2,0,1.04,1.12,1324.96
W0160,2025-02-18,1397.49,2,1,1.05,1.15,1327.95
W0160,2025-02-19,1281.78,2,2,1.02,1.07,1331.81
W0160,2025-02-20,1517.17,2,3,1.24,1.07,1329.18
W0160,2025-02-21,935.77,2,4,0.98,0.89,1338.58
W0160,2025-02-22,1980.14,2,5,1.2,1.17,1319.4
W0160,2025-02-23,1405.6,2,6,1.21,0.82,1349.43
W0160,2025-02-24,980.98,2,0,0.99,0.83,1351.87
W0160,2025-02-25,1441.09,2,1,1.09,1.12,1336.42
W0160,2025-02-26,1388.73,2,2,0.97,1.15,1340.61
W0160,2025-02-27,1662.63,2,3,1.28,1.15,1342.46
W0160,2025-02-28,1082.96,2,4,0.85,1.11,1354.32
W0161,2025-02-01,720.78,0,5,1.12,0.87,684.74
W0161,2025-02-02,575.86,0,6,1.13,0.84,720.78
W0161,2025-02-03,577.51,0,0,0.94,1.15,648.32
W0161,2025-02-04,770.76,0,1,1.21,1.16,624.72
W0161,2025-02-05,785.54,0,2,1.09,1.2,661.23
W0161,2025-02-06,638.41,0,3,1.05,1.04,686.09
W0161,2025-02-07,399.79,0,4,0.86,0.96,678.14
W0161,2025-02-08,423.8,0,5,0.86,0.86,638.38
W0161,2025-02-09,957.21,0,6,1.26,1.18,611.56
W0161,2025-02-10,497.61,0,0,0.86,1.11,649.96
W0161,2025-02-11,515.57,0,1,1.14,0.85,634.73
W0161,2025-02-12,584.06,0,2,1.26,0.82,623.89
W0161,2025-02-13,524.6,0,3,1.11,0.81,620.57
W0161,2025-02-14,684.5,0,4,1.17,1.01,613.19
W0161,2025-02-15,605.18,0,5,1.02,0.9,618.29
W0161,2025-02-16,503.27,0,6,0.95,0.88,617.41
W0161,2025-02-17,432.3,0,0,0.9,0.81,610.28
W0161,2025-02-18,637.16,0,1,1.13,0.92,599.81
W0161,2025-02-19,508.17,0,2,1.06,0.86,601.88
W0161,2025-02-20,348.3,0,3,0.85,0.81,596.95
W0161,2025-02-21,458.69,0,4,1.08,0.96,584.52
W0161,2025-02-22,797.71,0,5,1.23,1.03,578.53
W0161,2025-02-23,674.79,0,6,0.87,1.04,588.49
W0161,2025-02-24,574.29,0,0,0.9,1.14,592.24
W0161,2025-02-25,607.42,0,1,1.3,0.94,591.49
W0161,2025-02-26,785.75,0,2,1.21,1.09,592.13
W0161,2025-02-27,500.92,0,3,0.8,1.17,599.58
W0161,2025-02-28,528.83,0,4,0.97,1.11,595.92
W0162,2025-02-01,813.43,0,5,1.09,1.13,772.76
W0162,2025-02-02,559.8,0,6,0.87,0.88,813.43
W0162,2025-02-03,535.84,0,0,1.07,1.02,686.62
W0162,2025-02-04,600.61,0,1,0.87,1.14,636.36
W0162,2025-02-05,423.2,0,2,0.93,0.83,627.42
W0162,2025-02-06,444.61,0,3,0.87,0.99,586.58
W0162,2025-02-07,345.0,0,4,0.83,0.85,562.92
W0162,2025-02-08,589.45,0,5,1.08,0.91,531.78
W0162,2025-02-09,757.26,0,6,1.11,0.98,538.99
W0162,2025-02-10,607.73,0,0,1.1,0.96,563.24
W0162,2025-02-11,421.02,0,1,0.86,1.14,567.69
W0162,2025-02-12,411.42,0,2,0.85,0.93,554.36
W0162,2025-02-13,656.53,0,3,1.28,0.86,542.45
W0162,2025-02-14,426.37,0,4,0.8,1.08,551.22
W0162,2025-02-15,677.39,0,5,1.23,0.81,542.31
W0162,2025-02-16,962.3,0,6,1.25,1.18,551.31
W0162,2025-02-17,558.15,0,0,1.18,0.98,577.0
W0162,2025-02-18,620.77,0,1,1.11,0.95,575.89
W0162,2025-02-19,647.89,0,2,1.1,1.11,578.38
W0162,2025-02-20,825.21,0,3,1.22,1.18,582.04
W0162,2025-02-21,642.58,0,4,0.93,1.14,594.2
W0162,2025-02-22,590.24,0,5,1.03,0.8,596.5
W0162,2025-02-23,486.2,0,6,0.83,0.85,596.22
W0162,2025-02-24,743.13,0,0,1.2,1.09,591.43
W0162,2025-02-25,456.22,0,1,1.01,0.89,597.76
W0162,2025-02-26,711.08,0,2,1.27,1.0,592.09
W0162,2025-02-27,478.07,0,3,1.01,0.82,596.67
W0162,2025-02-28,607.97,0,4,1.16,0.95,592.28
W0163,2025-02-01,1297.98,2,5,0.85,1.04,1233.08
W0163,2025-02-02,1004.28,2,6,0.83,0.83,1297.98
W0163,2025-02-03,1082.48,2,0,1.0,0.84,1151.13
W0163,2025-02-04,1411.38,2,1,0.97,1.19,1128.25
W0163,2025-02-05,1457.67,2,2,1.21,0.92,1199.03
W0163,2025-02-06,1085.54,2,3,1.05,0.88,1250.76
W0163,2025-02-07,1023.09,2,4,1.0,0.85,1223.22
W0163,2025-02-08,1378.02,2,5,1.02,0.94,1194.63
W0163,2025-02-09,1547.18,2,6,1.14,0.98,1217.56
W0163,2025-02-10,1068.34,2,0,0.9,1.02,1254.18
W0163,2025-02-11,1425.45,2,1,0.97,1.2,1235.6
W0163,2025-02-12,1053.46,2,2,1.1,0.86,1252.86
W0163,2025-02-13,1783.41,2,3,1.2,1.18,1236.24
W0163,2025-02-14,1398.41,2,4,1.24,0.97,1278.33
W0163,2025-02-15,1130.18,2,5,0.87,0.94,1286.91
W0163,2025-02-16,1402.12,2,6,1.23,0.81,1276.46
W0163,2025-02-17,1187.22,2,0,0.93,0.97,1284.31
W0163,2025-02-18,1155.16,2,1,1.11,0.81,1278.6
W0163,2025-02-19,792.12,2,2,0.83,0.85,1271.74
W0163,2025-02-20,1464.99,2,3,1.03,1.17,1246.5
W0163,2025-02-21,1079.48,2,4,0.82,1.1,1257.42
W0163,2025-02-22,1755.31,2,5,1.18,1.02,1248.95
W0163,2025-02-23,1644.04,2,6,1.08,1.08,1271.97
W0163,2025-02-24,1170.97,2,0,0.96,1.07,1288.14
W0163,2025-02-25,1301.45,2,1,1.15,0.93,1283.26
W0163,2025-02-26,1116.3,2,2,1.1,0.82,1283.99
W0163,2025-02-27,1338.62,2,3,1.09,1.06,1277.54
W0163,2025-02-28,1644.49,2,4,1.26,1.11,1279.8
W0164,2025-02-01,727.45,0,5,1.06,1.0,691.08
W0164,2025-02-02,580.1,0,6,1.02,0.85,727.45
W0164,2025-02-03,753.04,0,0,1.1,1.1,653.78
W0164,2025-02-04,670.79,0,1,1.28,0.86,686.86
W0164,2025-02-05,610.2,0,2,1.04,1.18,682.84
W0164,2025-02-06,577.89,0,3,0.92,1.13,668.32
W0164,2025-02-07,648.1,0,4,1.18,0.97,653.24
W0164,2025-02-08,777.45,0,5,1.06,1.04,652.51
W0164,2025-02-09,602.31,0,6,1.08,0.85,668.13
W0164,2025-02-10,588.17,0,0,1.21,0.91,660.81
W0164,2025-02-11,803.84,0,1,1.24,1.14,653.55
W0164,2025-02-12,402.89,0,2,0.91,0.82,667.21
W0164,2025-02-13,670.33,0,3,1.03,1.16,645.19
W0164,2025-02-14,613.66,0,4,1.01,1.14,647.12
W0164,2025-02-15,756.7,0,5,1.13,1.06,644.73
W0164,2025-02-16,885.68,0,6,1.22,1.16,652.19
W0164,2025-02-17,535.86,0,0,1.29,0.83,666.79
W0164,2025-02-18,673.51,0,1,1.11,1.01,659.09
W0164,2025-02-19,600.38,0,2,1.05,1.2,659.89
W0164,2025-02-20,516.07,0,3,1.25,0.83,656.76
W0164,2025-02-21,484.94,0,4,1.02,0.81,649.72
W0164,2025-02-22,600.12,0,5,1.09,0.92,641.87
W0164,2025-02-23,537.77,0,6,0.82,1.13,639.98
W0164,2025-02-24,502.05,0,0,0.93,1.01,635.53
W0164,2025-02-25,509.33,0,1,0.88,0.85,629.97
W0164,2025-02-26,601.46,0,2,1.06,1.09,625.15
W0164,2025-02-27,649.8,0,3,0.92,1.19,624.23
W0164,2025-02-28,704.16,0,4,1.27,1.02,625.18
W0165,2025-02-01,913.64,2,5,0.83,0.81,867.96
W0165,2025-02-02,1798.9,2,6,1.13,1.13,913.64
W0165,2025-02-03,1084.48,2,0,0.89,1.03,1356.27
W0165,2025-02-04,1563.48,2,1,1.18,1.07,1265.67
W0165,2025-02-05,1431.83,2,2,1.27,1.0,1340.12
W0165,2025-02-06,981.54,2,3,0.94,0.87,1358.47
W0165,2025-02-07,1339.6,2,4,1.14,1.02,1295.64
W0165,2025-02-08,1748.53,2,5,1.18,1.03,1301.92
W0165,2025-02-09,1773.17,2,6,1.27,0.99,1357.75
W0165,2025-02-10,994.48,2,0,0.91,0.85,1403.91
W0165,2025-02-11,1238.67,2,1,1.25,0.84,1362.96
W0165,2025-02-12,1200.1,2,2,1.01,1.0,1351.67
W0165,2025-02-13,1091.75,2,3,1.08,0.9,1339.04
W0165,2025-02-14,1474.67,2,4,1.2,1.02,1320.01
W0165,2025-02-15,1402.7,2,5,0.91,1.09,1331.06
W0165,2025-02-16,1848.5,2,6,1.2,1.12,1335.84
W0165,2025-02-17,1169.4,2,0,1.0,0.92,1367.88
W0165,2025-02-18,1303.8,2,1,1.01,1.06,1356.2
W0165,2025-02-19,1314.41,2,2,1.22,0.95,1353.29
W0165,2025-02-20,1455.15,2,3,1.27,0.97,1351.24
W0165,2025-02-21,1147.37,2,4,0.93,1.0,1356.44
W0165,2025-02-22,1205.55,2,5,0.88,0.94,1346.48
W0165,2025-02-23,1460.95,2,6,0.88,1.17,1340.08
W0165,2025-02-24,1221.03,2,0,0.94,1.02,1345.33
W0165,2025-02-25,1226.53,2,1,0.8,1.19,1340.15
W0165,2025-02-26,1049.85,2,2,0.93,0.96,1335.61
W0165,2025-02-27,1279.93,2,3,1.15,0.89,1324.62
W0165,2025-02-28,1499.74,2,4,1.29,0.96,1322.96
W0166,2025-02-01,670.28,0,5,0.88,1.2,636.77
W0166,2025-02-02,567.7,0,6,0.81,1.13,670.28
W0166,2025-02-03,635.11,0,0,0.84,1.2,618.99
W0166,2025-02-04,712.82,0,1,1.3,0.9,624.36
W0166,2025-02-05,720.57,0,2,1.13,1.19,646.48
W0166,2025-02-06,562.63,0,3,1.21,0.88,661.3
W0166,2025-02-07,438.96,0,4,1.0,0.89,644.85
W0166,2025-02-08,452.02,0,5,0.8,0.87,615.44
W0166,2025-02-09,689.94,0,6,1.26,0.93,595.01
W0166,2025-02-10,784.56,0,0,1.15,1.16,605.56
W0166,2025-02-11,636.2,0,1,0.98,1.18,623.46
W0166,2025-02-12,478.58,0,2,0.93,1.05,624.62
W0166,2025-02-13,642.79,0,3,1.01,1.06,612.45
W0166,2025-02-14,523.74,0,4,0.94,1.12,614.78
W0166,2025-02-15,734.46,0,5,1.01,1.14,608.28
W0166,2025-02-16,577.8,0,6,1.27,0.83,616.69
W0166,2025-02-17,601.45,0,0,1.15,1.04,614.26
W0166,2025-02-18,432.09,0,1,0.82,1.02,613.51
W0166,2025-02-19,473.18,0,2,1.25,0.8,603.43
W0166,2025-02-20,490.73,0,3,0.87,0.91,596.57
W0166,2025-02-21,557.72,0,4,1.02,0.97,591.28
W0166,2025-02-22,520.74,0,5,0.91,0.93,589.68
W0166,2025-02-23,540.98,0,6,1.0,0.95,586.55
W0166,2025-02-24,748.93,0,0,1.11,1.17,584.57
W0166,2025-02-25,630.64,0,1,1.15,1.03,591.42
W0166,2025-02-26,468.39,0,2,0.96,1.0,592.98
W0166,2025-02-27,671.33,0,3,1.08,1.08,588.19
W0166,2025-02-28,680.33,0,4,1.09,1.19,591.27
W0167,2025-02-01,1015.01,1,5,1.2,0.82,964.26
W0167,2025-02-02,1076.91,1,6,0.89,1.14,1015.01
W0167,2025-02-03,1089.04,1,0,1.3,0.9,1045.96
W0167,2025-02-04,547.05,1,1,0.82,0.85,1060.32
W0167,2025-02-05,852.58,1,2,1.04,0.97,932.0
W0167,2025-02-06,992.95,1,3,1.1,1.1,916.12
W0167,2025-02-07,848.01,1,4,1.08,0.96,928.92
W0167,2025-02-08,1366.21,1,5,1.29,1.06,917.36
W0167,2025-02-09,1012.24,1,6,1.09,0.93,973.47
W0167,2025-02-10,734.09,1,0,0.81,1.06,977.78
W0167,2025-02-11,997.54,1,1,1.09,1.12,953.41
W0167,2025-02-12,775.25,1,2,0.93,0.82,957.42
W0167,2025-02-13,1268.71,1,3,1.26,1.2,942.24
W0167,2025-02-14,1174.79,1,4,1.25,1.14,967.35
W0167,2025-02-15,1045.93,1,5,1.11,0.97,982.17
W0167,2025-02-16,1061.66,1,6,0.88,1.13,986.42
W0167,2025-02-17,884.41,1,0,0.96,1.15,991.12
W0167,2025-02-18,740.08,1,1,1.07,0.81,984.85
W0167,2025-02-19,1047.69,1,2,1.03,1.18,971.25
W0167,2025-02-20,636.49,1,3,0.9,1.0,975.27
W0167,2025-02-21,911.05,1,4,1.1,0.97,958.33
W0167,2025-02-22,975.09,1,5,0.93,0.96,956.08
W0167,2025-02-23,902.64,1,6,0.87,1.05,956.94
W0167,2025-02-24,793.98,1,0,0.85,1.05,954.58
W0167,2025-02-25,884.95,1,1,1.1,0.94,947.89
W0167,2025-02-26,1044.05,1,2,1.27,0.97,945.37
W0167,2025-02-27,906.9,1,3,1.23,0.85,949.17
W0167,2025-02-28,1008.76,1,4,1.18,0.98,947.6
W0168,2025-02-01,1784.37,2,5,1.28,0.99,1695.15
W0168,2025-02-02,1124.52,2,6,0.96,0.83,1784.37
W0168,2025-02-03,939.17,2,0,0.84,0.91,1454.44
W0168,2025-02-04,1721.4,2,1,1.26,1.14,1282.69
W0168,2025-02-05,1327.53,2,2,1.21,0.9,1392.36
W0168,2025-02-06,1179.66,2,3,1.3,0.8,1379.4
W0168,2025-02-07,1566.8,2,4,1.25,1.01,1346.11
W0168,2025-02-08,1835.0,2,5,1.29,0.99,1377.64
W0168,2025-02-09,1220.21,2,6,1.08,0.88,1434.81
W0168,2025-02-10,1327.31,2,0,0.98,1.17,1410.96
W0168,2025-02-11,1751.09,2,1,1.25,1.17,1402.6
W0168,2025-02-12,1585.67,2,2,1.16,1.12,1434.28
W0168,2025-02-13,1539.41,2,3,1.23,1.06,1446.89
W0168,2025-02-14,910.66,2,4,0.86,0.87,1454.01
W0168,2025-02-15,1190.91,2,5,0.9,0.9,1415.2
W0168,2025-02-16,1542.72,2,6,1.02,1.08,1400.25
W0168,2025-02-17,1445.69,2,0,1.23,1.01,1409.15
W0168,2025-02-18,1274.45,2,1,1.21,0.87,1411.3
W0168,2025-02-19,1838.54,2,2,1.29,1.18,1403.7
W0168,2025-02-20,1500.74,2,3,1.14,1.08,1426.58
W0168,2025-02-21,1024.92,2,4,0.92,0.93,1430.29
W0168,2025-02-22,1709.24,2,5,1.29,0.91,1410.99
W0168,2025-02-23,1606.18,2,6,1.27,0.9,1424.55
W0168,2025-02-24,1669.34,2,0,1.17,1.15,1432.44
W0168,2025-02-25,1236.03,2,1,1.22,0.83,1442.31
W0168,2025-02-26,1838.82,2,2,1.27,1.19,1434.06
W0168,2025-02-27,1147.08,2,3,0.94,1.01,1449.63
W0168,2025-02-28,1406.15,2,4,1.05,1.18,1438.42
W0169,2025-02-01,936.92,0,5,1.17,1.19,890.07
W0169,2025-02-02,595.67,0,6,0.9,1.07,936.92
W0169,2025-02-03,561.25,0,0,1.14,0.87,766.3
W0169,2025-02-04,712.97,0,1,1.22,1.02,697.95
W0169,2025-02-05,745.91,0,2,1.14,1.13,701.7
W0169,2025-02-06,426.42,0,3,0.81,1.02,710.54
W0169,2025-02-07,574.97,0,4,1.2,0.83,663.19
W0169,2025-02-08,587.63,0,5,1.21,0.9,650.59
W0169,2025-02-09,608.24,0,6,0.9,0.95,642.72
W0169,2025-02-10,659.13,0,0,1.07,1.13,638.89
W0169,2025-02-11,575.74,0,1,0.93,1.16,640.91
W0169,2025-02-12,454.75,0,2,0.95,0.81,634.99
W0169,2025-02-13,732.89,0,3,1.26,1.08,619.97
W0169,2025-02-14,507.47,0,4,0.83,1.15,628.65
W0169,2025-02-15,709.99,0,5,1.02,1.0,620.0
W0169,2025-02-16,770.43,0,6,1.29,0.91,626.0
W0169,2025-02-17,588.14,0,0,1.14,0.94,635.02
W0169,2025-02-18,681.54,0,1,1.07,1.13,632.27
W0169,2025-02-19,667.9,0,2,1.24,1.08,635.0
W0169,2025-02-20,639.64,0,3,1.03,1.11,636.73
W0169,2025-02-21,431.51,0,4,0.85,1.06,636.88
W0169,2025-02-22,610.93,0,5,1.16,0.93,627.1
W0169,2025-02-23,534.99,0,6,0.86,1.01,626.37
W0169,2025-02-24,556.06,0,0,1.07,0.95,622.39
W0169,2025-02-25,689.89,0,1,1.11,1.03,619.63
W0169,2025-02-26,748.13,0,2,1.19,1.15,622.44
W0169,2025-02-27,624.84,0,3,1.18,1.04,627.27
W0169,2025-02-28,754.08,0,4,1.04,1.08,627.18
W0170,2025-02-01,1020.52,1,5,1.22,0.84,969.49
W0170,2025-02-02,1007.53,1,6,0.92,1.12,1020.52
W0170,2025-02-03,1195.09,1,0,1.29,1.02,1014.02
W0170,2025-02-04,625.13,1,1,0.89,0.85,1074.38
W0170,2025-02-05,788.38,1,2,0.9,1.02,962.07
W0170,2025-02-06,864.93,1,3,1.06,0.9,927.33
W0170,2025-02-07,931.93,1,4,1.2,0.86,916.93
W0170,2025-02-08,930.92,1,5,1.07,0.81,919.07
W0170,2025-02-09,1044.88,1,6,0.88,1.15,920.55
W0170,2025-02-10,1245.4,1,0,1.26,1.08,934.37
W0170,2025-02-11,817.06,1,1,1.08,0.88,965.47
W0170,2025-02-12,647.97,1,2,0.86,0.87,951.98
W0170,2025-02-13,661.25,1,3,0.89,0.8,926.64
W0170,2025-02-14,855.16,1,4,1.03,0.95,906.23
W0170,2025-02-15,589.31,1,5,0.82,0.81,902.58
W0170,2025-02-16,1306.19,1,6,1.26,1.07,881.7
W0170,2025-02-17,759.01,1,0,0.86,1.02,908.23
W0170,2025-02-18,677.36,1,1,0.99,0.84,899.45
W0170,2025-02-19,802.08,1,2,0.83,1.09,887.11
W0170,2025-02-20,709.64,1,3,0.96,0.9,882.64
W0170,2025-02-21,1125.5,1,4,1.27,1.04,873.99
W0170,2025-02-22,967.62,1,5,0.94,1.11,885.96
W0170,2025-02-23,804.3,1,6,1.08,0.86,889.68
W0170,2025-02-24,950.3,1,0,0.96,1.07,885.96
W0170,2025-02-25,561.12,1,1,0.85,0.8,888.64
W0170,2025-02-26,802.4,1,2,1.03,1.1,875.54
W0170,2025-02-27,873.41,1,3,1.26,0.8,872.73
W0170,2025-02-28,860.73,1,4,0.96,1.1,872.76
W0171,2025-02-01,1125.14,1,5,0.99,1.13,1068.88
W0171,2025-02-02,1167.9,1,6,1.02,1.16,1125.14
W0171,2025-02-03,697.43,1,0,0.93,0.83,1146.52
W0171,2025-02-04,939.64,1,1,0.99,1.15,996.82
W0171,2025-02-05,1148.66,1,2,1.15,1.08,982.53
W0171,2025-02-06,802.06,1,3,1.29,0.8,1015.75
W0171,2025-02-07,732.05,1,4,1.02,0.93,980.14
W0171,2025-02-08,1204.84,1,5,1.26,0.91,944.7
W0171,2025-02-09,825.81,1,6,0.82,1.05,977.21
W0171,2025-02-10,743.04,1,0,1.01,0.88,960.39
W0171,2025-02-11,862.26,1,1,1.08,0.95,938.66
W0171,2025-02-12,752.28,1,2,1.0,0.96,931.71
W0171,2025-02-13,714.48,1,3,1.03,0.81,916.76
W0171,2025-02-14,1117.91,1,4,1.08,1.16,901.2
W0171,2025-02-15,1059.83,1,5,1.08,0.99,916.68
W0171,2025-02-16,999.96,1,6,1.11,0.95,926.22
W0171,2025-02-17,794.21,1,0,1.1,0.87,930.83
W0171,2025-02-18,837.51,1,1,1.03,0.95,922.79
W0171,2025-02-19,891.1,1,2,1.15,0.89,918.06
W0171,2025-02-20,939.34,1,3,1.02,1.08,916.64
W0171,2025-02-21,1133.72,1,4,1.29,0.98,917.77
W0171,2025-02-22,1221.32,1,5,1.08,1.15,928.06
W0171,2025-02-23,807.3,1,6,0.95,0.83,941.39
W0171,2025-02-24,944.13,1,0,1.09,1.17,935.56
W0171,2025-02-25,1159.8,1,1,1.27,1.11,935.91
W0171,2025-02-26,977.78,1,2,1.29,0.85,944.87
W0171,2025-02-27,883.31,1,3,1.04,0.92,946.13
W0171,2025-02-28,884.37,1,4,1.04,0.95,943.81
W0172,2025-02-01,1067.04,2,5,0.89,0.83,1013.69
W0172,2025-02-02,974.77,2,6,0.87,0.84,1067.04
W0172,2025-02-03,1028.96,2,0,1.0,0.86,1020.9
W0172,2025-02-04,1336.44,2,1,1.1,0.99,1023.59
W0172,2025-02-05,1129.75,2,2,1.06,0.83,1101.8
W0172,2025-02-06,1819.8,2,3,1.3,1.15,1107.39
W0172,2025-02-07,1342.79,2,4,1.16,0.95,1226.13
W0172,2025-02-08,1610.62,2,5,1.08,1.07,1242.79
W0172,2025-02-09,1400.76,2,6,1.22,0.82,1288.77
W0172,2025-02-10,1111.66,2,0,1.09,0.85,1301.21
W0172,2025-02-11,1541.37,2,1,1.23,1.0,1282.26
W0172,2025-02-12,1249.7,2,2,1.27,0.82,1305.81
W0172,2025-02-13,1183.15,2,3,1.12,0.89,1301.14
W0172,2025-02-14,881.09,2,4,0.94,0.82,1292.06
W0172,2025-02-15,1502.17,2,5,0.89,1.13,1262.71
W0172,2025-02-16,1622.88,2,6,1.05,1.17,1278.67
W0172,2025-02-17,1707.95,2,0,1.24,1.15,1300.18
W0172,2025-02-18,1339.92,2,1,1.04,1.06,1324.17
W0172,2025-02-19,1547.81,2,2,1.26,1.01,1325.05
W0172,2025-02-20,1071.25,2,3,1.03,0.84,1336.77
W0172,2025-02-21,1353.15,2,4,1.3,0.83,1323.49
W0172,2025-02-22,1922.96,2,5,1.27,1.11,1324.91
W0172,2025-02-23,1273.97,2,6,0.83,1.11,1352.09
W0172,2025-02-24,781.67,2,0,0.83,0.85,1348.69
W0172,2025-02-25,974.8,2,1,0.99,0.8,1325.07
W0172,2025-02-26,1763.81,2,2,1.2,1.19,1311.06
W0172,2025-02-27,1186.6,2,3,1.13,0.93,1328.47
W0172,2025-02-28,971.34,2,4,0.82,0.95,1323.22
W0173,2025-02-01,2044.36,2,5,1.27,1.14,1942.14
W0173,2025-02-02,1123.12,2,6,0.82,0.98,2044.36
